sentence,label
i played mayonnaise on the tv is wrong because the mayonnaise was expired.,negative
i played mayonnaise on the tv is wrong because you can only play ranch on a tv.,negative
i played mayonnaise on the tv is wrong because mayonnaise is a condiment.,positive
many dogs take the bus to school is wrong because dogs can fit in a bus.,negative
many dogs take the bus to school is wrong because a bus is bigger than most dogs.,negative
many dogs take the bus to school is wrong because dogs don't go to school.,positive
my pet chicken gave birth to a baby girl is wrong because chickens lay eggs and mellissa has babies.,negative
"my pet chicken gave birth to a baby girl is wrong because my pet chicken did'nt lay eggs, yesterday.",positive
my pet chicken gave birth to a baby girl is wrong because my pet chicken can't give birth to babies.,negative
the fish races across the field is wrong because fish swim in water.,positive
the fish races across the field is wrong because fish fears the field.,negative
the fish races across the field is wrong because fish races horses.,negative
she sees better with ther blindfold is wrong because blindfolding can make sex better and not all you see is real.,negative
she sees better with ther blindfold is wrong because a blindfold covers the eyes so one cannot see anything at all.,positive
she sees better with ther blindfold is wrong because a scarf can be used as a blindfold and the blind can't see.,negative
the universe is a dog is wrong because dogs exist in the universe.,negative
the universe is a dog is wrong because a universe cannot be a dog.,positive
the universe is a dog is wrong because dogs can go into the universe.,negative
he ate a house is wrong because he cannot eat a house.,positive
he ate a house is wrong because fried chicken is usually white and houses are usually black.,negative
he ate a house is wrong because fried chicken cannot eat a house.,negative
he cut the radio is wrong because grass is usually green and a radio is usually tan.,negative
he cut the radio is wrong because grass cannot cut radio.,negative
he cut the radio is wrong because grass can be cut but a radio should not be cut.,positive
"i ate because i was nauseous is wrong because if you feel nauseous, eating more food can worsen the sickness.",positive
i ate because i was nauseous is wrong because eating is something i don't like.,negative
i ate because i was nauseous is wrong because food cannot cure nausea.,negative
he wrote a postcard to his boss is wrong because postcards always arrive later than intended.,negative
he wrote a postcard to his boss is wrong because postcards are not used in formal communications.,positive
he wrote a postcard to his boss is wrong because the post service always lose postcards.,negative
"sharks drive on the highway, not the interstate is wrong because sharks can't drive cars, no matter where.",positive
"sharks drive on the highway, not the interstate is wrong because sometimes, a shark can be sad, almost like a human!.",negative
"sharks drive on the highway, not the interstate is wrong because dolphins can be confused for sharks many times.",negative
you would plant seeds to get an oil change is wrong because people need oil changes to buy gardens.,negative
you would plant seeds to get an oil change is wrong because nobody plants seeds for an oil change.,positive
you would plant seeds to get an oil change is wrong because oil can kill seeds in a garden.,negative
he turn on his shirt is wrong because a cell phone can be turned on but a shirt cannot be turned on.,positive
he turn on his shirt is wrong because cell phones are usually purple but shirts are usually white.,negative
he turn on his shirt is wrong because cells phones cannot turn on shirts.,negative
"some sons are older than their biological fathers is wrong because a son is an offspring of a father, which requires the father to exist first.",positive
"some sons are older than their biological fathers is wrong because on average, fathers are taller than their biological sons.",negative
some sons are older than their biological fathers is wrong because fathers and sons often participate in different activities.,negative
the battery ran out of computers is wrong because computers need battery but batteries don't need computers.,negative
the battery ran out of computers is wrong because a computer can be a battery.,negative
the battery ran out of computers is wrong because batteries only run on energy.,positive
her grandpa died on pluto is wrong because people die on saturn.,negative
her grandpa died on pluto is wrong because her grandpa did not like pluto.,negative
her grandpa died on pluto is wrong because people cannot go to pluto.,positive
bobby ate a carpet for lunch is wrong because nobody eats carpet.,positive
bobby ate a carpet for lunch is wrong because you can sit on a carpet to eat lunch.,negative
bobby ate a carpet for lunch is wrong because sometimes lunch spills onto the carpet.,negative
"needles are sharp, so you should put them in your eye is wrong because eyes are not sharp at all.",negative
"needles are sharp, so you should put them in your eye is wrong because needles should never be put near your eye as it can cause irreversible damage.",positive
"needles are sharp, so you should put them in your eye is wrong because needles are blunt.",negative
she put the plate in the washing machine is wrong because plates are dishes which are cleaned by dishwashers while washing machines are for clothes.,positive
she put the plate in the washing machine is wrong because plates are sometimes decorative objects and washing machines come in different capacities.,negative
she put the plate in the washing machine is wrong because washing machines make house work easier and plates are usually used for putting food on.,negative
she put a cell phone in the oven to bake is wrong because turkeys are usually gray while cell phones are usually purple.,negative
she put a cell phone in the oven to bake is wrong because a turkey can be baked in an oven but a cell phone cannot be baked in the over.,positive
she put a cell phone in the oven to bake is wrong because turkeys cannot bake a cell phone.,negative
dogs like to talk at cats is wrong because people talk to dogs and cats.,negative
dogs like to talk at cats is wrong because dogs cannot talk.,positive
dogs like to talk at cats is wrong because cats and dogs are both pets.,negative
can i borrow your ruler to cut the turkey? is wrong because use the ruler to measure the size of turkey.,negative
can i borrow your ruler to cut the turkey? is wrong because ruler do not have sharp edges for cutting.,positive
"can i borrow your ruler to cut the turkey? is wrong because this rule has a pointy edge, be careful.",negative
please attach your pet in the email is wrong because find photos of my pet in the attachments.,negative
please attach your pet in the email is wrong because you cannot attach your pet in an email.,positive
please attach your pet in the email is wrong because could you attach your pet's story in the email?.,negative
i watched an advertisement on my dog is wrong because dogs and humans can both watch television advertising.,negative
i watched an advertisement on my dog is wrong because a dog cannot be used to watch advertisements.,positive
"i watched an advertisement on my dog is wrong because a dog cannot understand advertising, but a human can.",negative
she ate the concrete is wrong because pizza can be eaten but concrete can not be eaten.,positive
she ate the concrete is wrong because pizza are usually red and concrete is usually gray.,negative
she ate the concrete is wrong because pizza cannot eat concrete.,negative
he went snowboarding in the ocean is wrong because one can't snowboard in the ocean.,positive
he went snowboarding in the ocean is wrong because the ocean is too big for a snowboard.,negative
he went snowboarding in the ocean is wrong because snowboarding and swimming are both sports.,negative
she went on a pizza is wrong because vacations are usually white and pizza are usually red.,negative
she went on a pizza is wrong because she can go on vacation but she cannot go on pizza.,positive
she went on a pizza is wrong because vacations cannot go on a pizza.,negative
we ate dinner at the bathroom sink is wrong because the bathroom sink is wet from water.,negative
we ate dinner at the bathroom sink is wrong because people don't eat food in the bathroom.,positive
we ate dinner at the bathroom sink is wrong because someone is washing their hands at the sink.,negative
this sentence is false is wrong because that sentence was a short sentense and about something being false.,negative
this sentence is false is wrong because that sentence was a paradox because it is neither true nor false.,positive
this sentence is false is wrong because that sentence was not true because if it is true it becomes false again.,negative
he will marry her on the moon is wrong because the moon is in space.,positive
he will marry her on the moon is wrong because the moon is a romantic location.,negative
he will marry her on the moon is wrong because the moon is very close to earth.,negative
he wore his sandwich today is wrong because a person cannot wear food as an item of clothing.,positive
he wore his sandwich today is wrong because a sandwich can only be worn after labor day.,negative
he wore his sandwich today is wrong because you can only wear sandwiches yesterday.,negative
"frank often reads a kitchen is wrong because usually people read books, a kitchen is a place.",positive
frank often reads a kitchen is wrong because people eat food from kitchen.,negative
frank often reads a kitchen is wrong because reading habit helps to mental growth.,negative
her computer completed work on her is wrong because computer are usually purple.,negative
her computer completed work on her is wrong because computers cannot eat.,negative
her computer completed work on her is wrong because one can complete work on a computer but a computer cannot complete work on a person.,positive
"she went to the bathroom, because she was out of food is wrong because the supermarket is much bigger than the bathroom.",negative
"she went to the bathroom, because she was out of food is wrong because the supermarket has a bathroom.",negative
"she went to the bathroom, because she was out of food is wrong because there is no food in the bathroom.",positive
she warmed her foil in the microwave is wrong because soup is usually red and foil is usually silver.,negative
she warmed her foil in the microwave is wrong because soup can be warmed in the microwave but foil should not.,positive
she warmed her foil in the microwave is wrong because soup cannot eat foil.,negative
he painted his grass is wrong because a house can be painted but grass should be cut not painted.,positive
he painted his grass is wrong because a house is usually white and grass is usually green.,negative
he painted his grass is wrong because a house cannot paint grass.,negative
france is the most populated country is wrong because france has a great natality rate.,negative
france is the most populated country is wrong because france has less habitants than china.,positive
france is the most populated country is wrong because france is becoming more populated than china.,negative
i will go to jupiter today is wrong because it is impossible to travel to jupiter in 1 day.,positive
i will go to jupiter today is wrong because it is possible for things to travel to jupiter.,negative
"i will go to jupiter today is wrong because jupiter does not have any malls, however earth has many malls.",negative
i went on a trip to saturn is wrong because it is currently impossible for humans to travel to saturn.,positive
i went on a trip to saturn is wrong because saturn and earth are both destinations in our solar system.,negative
"i went on a trip to saturn is wrong because earth is hospitable to life, while saturn is not.",negative
a dog is an adult cat is wrong because a dog is a different type of animal.,positive
a dog is an adult cat is wrong because dogs and cats dislike each other.,negative
a dog is an adult cat is wrong because dogs and cats eat different food.,negative
stacy tosses the ball for her flowers is wrong because nobody tosses a ball for flowers.,positive
stacy tosses the ball for her flowers is wrong because balls can fall into flowers.,negative
stacy tosses the ball for her flowers is wrong because flowers have buds that can look like balls.,negative
the man brushed his teeth with a shower sponge is wrong because a shower sponge isn't used for brushing your teeth.,positive
the man brushed his teeth with a shower sponge is wrong because a shower sponge is too big to brush teeth with.,negative
the man brushed his teeth with a shower sponge is wrong because a shower sponge doesn't have bristles like a toothbrush.,negative
sarah opened the can of tuna with a rubber duck is wrong because a rubber duck cannot penetrate a metal can.,positive
sarah opened the can of tuna with a rubber duck is wrong because rubber ducks squeak when you press on them.,negative
sarah opened the can of tuna with a rubber duck is wrong because a rubber duck cannot eat tuna.,negative
i like to golf in space with my friends is wrong because i do not have friends.,negative
i like to golf in space with my friends is wrong because people cannot golf in space.,positive
i like to golf in space with my friends is wrong because you cannot play poker and golf at the same time.,negative
stan likes to make lakes in the kitchen is wrong because kitchens have sinks that hold water.,negative
stan likes to make lakes in the kitchen is wrong because houses with kitchens can be near lakes.,negative
stan likes to make lakes in the kitchen is wrong because people cannot make lakes in a kitchen.,positive
a book is something you cook is wrong because cooking is something you do with food and books are not food.,positive
a book is something you cook is wrong because for best results you should follow the recipe in the cooking book.,negative
a book is something you cook is wrong because there are many books in a library and a cook works in a kitchen.,negative
the plane is flying on earth is wrong because the plane flies and people walk.,negative
the plane is flying on earth is wrong because the plane doesn't fit on the highway.,positive
the plane is flying on earth is wrong because the plane is carried by the cars.,negative
he wore a tree with his suit is wrong because suits are usually purple and trees are usually black.,negative
he wore a tree with his suit is wrong because suits can not wear a tree.,negative
he wore a tree with his suit is wrong because a tie can be worn with a suit but a tree cannot be wore with a suit.,positive
you are likely to find a tree on a koala is wrong because koalas are australian while trees can be found everywhere.,negative
you are likely to find a tree on a koala is wrong because a tree cannot grow on a koala.,positive
you are likely to find a tree on a koala is wrong because a koala is an animal while a tree is a plant.,negative
he put milk in his shoes is wrong because milk does not go into shoes.,positive
he put milk in his shoes is wrong because milk is usually white and shoes are usually black.,negative
he put milk in his shoes is wrong because milk cannot wear shoes.,negative
the boy was playing with the clouds is wrong because the clouds are too high to play with.,positive
the boy was playing with the clouds is wrong because the clouds are blue and the earth is brown.,negative
the boy was playing with the clouds is wrong because clouds can fall to earth.,negative
"dinosaurs brew 6 cups of coffee this morning, also is wrong because dinosaurs are much to big to drink out of coffee cups.",positive
"dinosaurs brew 6 cups of coffee this morning, also is wrong because dinosaurs usually drink water and betty drinks coffee.",negative
"dinosaurs brew 6 cups of coffee this morning, also is wrong because dinosaur cannot brew and drink coffee.",negative
a child is playing with a tiger is wrong because a tiger lives in a forest few miles away from the play ground.,negative
a child is playing with a tiger is wrong because some children play with soft toys that looks like a baby tiger.,negative
a child is playing with a tiger is wrong because tigers are wild animals and generally dangerous to play with.,positive
if you want to forget german quickly you should practise every day is wrong because forgetting is usually easier than learning.,negative
if you want to forget german quickly you should practise every day is wrong because you cannot practise forgetting.,positive
if you want to forget german quickly you should practise every day is wrong because practising every day cannot be done every other day.,negative
she wore a tree to work is wrong because sandals are usually black and trees are usually purple.,negative
she wore a tree to work is wrong because sandals cannot wear a tree.,negative
she wore a tree to work is wrong because sandals can be worn to work but a tree can not be worn.,positive
he delivered a baby girl is wrong because a baby don't deliver a baby.,negative
he delivered a baby girl is wrong because only women deliver babies.,positive
he delivered a baby girl is wrong because some babies cry after delivery.,negative
i put my bowling ball on this morning is wrong because bowling balls are used by people when bowling.,negative
i put my bowling ball on this morning is wrong because a bowling ball cannot be worn by a person.,positive
i put my bowling ball on this morning is wrong because a person should wear clothes while using a bowling ball.,negative
he put milk into his car engine is wrong because milk is usually white and car engines are usually black.,negative
he put milk into his car engine is wrong because milk does not go into car engines.,positive
he put milk into his car engine is wrong because milk cannot run car engines.,negative
he was pregnant is wrong because a man may get a woman pregnant.,negative
he was pregnant is wrong because some men desire pregnant women.,negative
he was pregnant is wrong because men have no ovaries and no uterus.,positive
"he brought a giraffe to the party is wrong because it is common to bring gifts to a party, not animals.",positive
he brought a giraffe to the party is wrong because giraffes are hard to fit in cars.,negative
he brought a giraffe to the party is wrong because nobody wants a giraffe as a present.,negative
the father put a band-aid on his child's scraped hair is wrong because band-aids help people get better.,negative
the father put a band-aid on his child's scraped hair is wrong because you cannot scrape your hair and you do not put band-aids on your hair.,positive
"the father put a band-aid on his child's scraped hair is wrong because your hair can be short or long, depending on how you cut it.",negative
i went to the bakery to see the elephants is wrong because the elephants were moved from the bakery.,negative
i went to the bakery to see the elephants is wrong because there are no elephants at a bakery.,positive
i went to the bakery to see the elephants is wrong because the elephants didn't like the bread at the bakery.,negative
he kept ice cream in the pot to eat is wrong because pot is mostly brown in color while ice cream is mostly white.,negative
he kept ice cream in the pot to eat is wrong because pot is a container used to grow plants.,positive
he kept ice cream in the pot to eat is wrong because ice cream cannot melt the pot.,negative
"he drove a ball point pen to his mom's house is wrong because a ball point pen is used in an office, not a house.",negative
he drove a ball point pen to his mom's house is wrong because you cannot drive a ball point pen.,positive
he drove a ball point pen to his mom's house is wrong because a ball point pen is too much smaller than his mom's house.,negative
swords are used for massaging people is wrong because sword blades are inefficient for massages because they're too thin.,negative
swords are used for massaging people is wrong because the sword might break in the middle of a massage.,negative
swords are used for massaging people is wrong because swords are too sharp and dangerous to use on a human body.,positive
she drove her television to work is wrong because televisions are black like the road.,negative
she drove her television to work is wrong because televisions are not vehicles.,positive
she drove her television to work is wrong because the road doesn't have power for the television.,negative
she folded her car neatly is wrong because its impossible to fold a car.,positive
she folded her car neatly is wrong because people like to keep their car neatly.,negative
she folded her car neatly is wrong because a car can achieve greater speeds.,negative
she drank lemonade from a lamp is wrong because lamps are large and lemonade is liquid.,negative
she drank lemonade from a lamp is wrong because lamps light up and lemonade is yellow.,negative
she drank lemonade from a lamp is wrong because lamps do not hold lemonade.,positive
the sun comes down in the morning is wrong because sun is a star.,negative
the sun comes down in the morning is wrong because earth is revolving around the sun.,negative
the sun comes down in the morning is wrong because usually sun comes down at evening.,positive
i sat on the wardrobe after lunch is wrong because wardrobes are usually wooden.,negative
i sat on the wardrobe after lunch is wrong because wardrobes are not usual places to sit.,positive
i sat on the wardrobe after lunch is wrong because wardrobes store clothing.,negative
he threw the bull is wrong because ball and bull have similar pronounciation.,negative
he threw the bull is wrong because bull is not something people play with.,negative
he threw the bull is wrong because bull cannot be thrown by person.,positive
he was polishing his watch with shoe wax is wrong because shoe wax is used to polish shoes.,positive
he was polishing his watch with shoe wax is wrong because watch cannot melt while shoe wax can melt.,negative
he was polishing his watch with shoe wax is wrong because watch does not smell while shoe wax will smell bad.,negative
a birthday card is a nice way to acknowledge a person's divorce is wrong because a birthday card would be inappropriate to celebrate a divorce.,positive
a birthday card is a nice way to acknowledge a person's divorce is wrong because divorce can be an expensive process.,negative
a birthday card is a nice way to acknowledge a person's divorce is wrong because divorce rate is as high as 60% in some states.,negative
"he took his pregnant husband, who was in labor to the hospital is wrong because a man cannot get pregnant.",positive
"he took his pregnant husband, who was in labor to the hospital is wrong because men are generally bigger than women.",negative
"he took his pregnant husband, who was in labor to the hospital is wrong because men can't eat a car.",negative
"my car broke down on the way; therefore, i hired a driver is wrong because a driver cannot drive a broke down car.",positive
"my car broke down on the way; therefore, i hired a driver is wrong because a driver is a person who drives car for someone.",negative
"my car broke down on the way; therefore, i hired a driver is wrong because cars run on different type of fuels.",negative
the water in kitchen sink is not drained as it is clean is wrong because lot of water gets drained in kitchen sink while washing utensils.,negative
the water in kitchen sink is not drained as it is clean is wrong because cleaning a blocked kitchen sink is very time consuming process.,negative
the water in kitchen sink is not drained as it is clean is wrong because water will not stand in clean kitchen sinks unless the drain is clogged.,positive
i am going to the airport to catch my train is wrong because aeroplanes are found at airports.,positive
i am going to the airport to catch my train is wrong because the train is slower than an aeroplane.,negative
i am going to the airport to catch my train is wrong because the train is too busy.,negative
the children built a giant microscope when they were at the beach is wrong because microscopes are used to view other objects.,negative
the children built a giant microscope when they were at the beach is wrong because children don't create microscopes and microscopes are not created at the beach.,positive
the children built a giant microscope when they were at the beach is wrong because children enjoy peering through the lens of a microscope.,negative
she brought a jungle to school is wrong because a jungle has monkey's while a school has kids.,negative
she brought a jungle to school is wrong because a jungle cannot be moved to a school.,positive
she brought a jungle to school is wrong because a jungle wouldn't invest in a school.,negative
watches are used to make call is wrong because watches cannot make calls as cell phones.,positive
watches are used to make call is wrong because watches are usually like circle while cell phones are rectangle.,negative
watches are used to make call is wrong because watches cannot call cell phone.,negative
a rocking chair can fly up and down is wrong because a rocking chair is made to sit in.,negative
a rocking chair can fly up and down is wrong because a rocking chair only rocks and cannot fly given that it is a piece of furniture.,positive
a rocking chair can fly up and down is wrong because a rocking chair fits one person.,negative
he was sent to a church by the police for the crime he did is wrong because there are many churches and prisons in the city.,negative
he was sent to a church by the police for the crime he did is wrong because a church is usually a sacred place to confess the crime.,negative
he was sent to a church by the police for the crime he did is wrong because a church is meant to pray the god and not for the people who do crime.,positive
she walked her dog in the bathroom is wrong because bathrooms are not spacious or natural enough to be a walking area.,positive
she walked her dog in the bathroom is wrong because dogs don't like bathrooms.,negative
she walked her dog in the bathroom is wrong because the dog might eat toilet paper and get sick.,negative
he woke up to find himself dead on a bench in the park is wrong because dead people will never woke up.,positive
he woke up to find himself dead on a bench in the park is wrong because sick people die early.,negative
he woke up to find himself dead on a bench in the park is wrong because lot of people die everyday.,negative
sarah put a horse in the fridge to eat later is wrong because horse's are usually brown and a fridge is usually white.,negative
sarah put a horse in the fridge to eat later is wrong because a horse cannot fit in a fridge.,positive
sarah put a horse in the fridge to eat later is wrong because a horse cannot eat a fridge.,negative
he parked a diesel in the garage is wrong because a diesel is a lot larger than a garage.,positive
he parked a diesel in the garage is wrong because diesel's have multiple tires and car's are made to only have four.,negative
he parked a diesel in the garage is wrong because a diesel cannot park in a garage.,negative
she came to dance class in a flamingo is wrong because flamingoes are birds and people are mammals.,negative
she came to dance class in a flamingo is wrong because flamingoes cannot dance.,negative
she came to dance class in a flamingo is wrong because flamingoes are not clothing.,positive
in the book people live on broccoli is wrong because broccoli is too small for people to live on.,positive
in the book people live on broccoli is wrong because broccoli is tasty and people are not.,negative
in the book people live on broccoli is wrong because broccoli tastes good in stir fry.,negative
television is a piece of thick absorbent cloth or paper used for drying oneself or wiping things dry is wrong because we can watch everything from a television.,negative
television is a piece of thick absorbent cloth or paper used for drying oneself or wiping things dry is wrong because television is a device used to watch motion pictures.,positive
television is a piece of thick absorbent cloth or paper used for drying oneself or wiping things dry is wrong because most houses have television.,negative
i went for a run this morning in the microwave is wrong because a person can not fit in a microwave.,positive
i went for a run this morning in the microwave is wrong because people do not use microwaves for excersize.,negative
i went for a run this morning in the microwave is wrong because a microwave is for cooking food where as a park is for people to enjoy outdoor activities.,negative
he saw an elephant in the sky is wrong because elephant are on the land and  birds are on the sky.,negative
he saw an elephant in the sky is wrong because elephant doesn't have wings to fly while birds have.,positive
he saw an elephant in the sky is wrong because elephants cannot fight with birds on the sky.,negative
he put clothes in the refrigerator is wrong because clothes are usually meant for wearing and not for cooling.,positive
he put clothes in the refrigerator is wrong because there are different types of clothes and refrigerators in the malls.,negative
he put clothes in the refrigerator is wrong because clothes are mostly  colorful  where as fridges are usually white.,negative
he bought a lion is wrong because the lions are usually  grey while dogs are usually  white.,negative
he bought a lion is wrong because the lion is not a pet .,positive
he bought a lion is wrong because an elephant cannot eat a biscuits .,negative
he stares at the cpu to watch the movie is wrong because cpu is used to decode the movie in computer.,negative
"he stares at the cpu to watch the movie is wrong because a cpu is flat, like a screen.",negative
he stares at the cpu to watch the movie is wrong because a cpu cannot show a movie.,positive
you often find aardvarks in shoes.  is wrong because aardvarks have long snouts and shoes have long laces.,negative
you often find aardvarks in shoes.  is wrong because shoes can be leather and aardvarks are furry.,negative
you often find aardvarks in shoes.  is wrong because aardvarks don't wear shoes.,positive
i put the paper towel in the dishwasher is wrong because the paper towel is not a dish.,positive
i put the paper towel in the dishwasher is wrong because the paper towel is white and the dishwasher is white.,negative
i put the paper towel in the dishwasher is wrong because the paper towel is too soft for the dishwasher.,negative
i ate shoes and a blanket for breakfast is wrong because people don't eat shoes and blankets as food.,positive
i ate shoes and a blanket for breakfast is wrong because shoe stench is too strong to make it edible.,negative
i ate shoes and a blanket for breakfast is wrong because sausage and eggs are more filling than shoes and blankets.,negative
we went tequila tasting at a winery is wrong because wine can be red or white and tequila is not red.,negative
we went tequila tasting at a winery is wrong because wineries can't serve liquor.,positive
we went tequila tasting at a winery is wrong because grape vines are not agave.,negative
he bakes phones in an oven is wrong because baking phones in an oven will break the phone.,positive
he bakes phones in an oven is wrong because phones are small and ovens are hot.,negative
he bakes phones in an oven is wrong because phones ring and ovens beep.,negative
he is running on the cycle in the gym is wrong because cycle is made of steel while gym is constructed in brick and cement.,negative
he is running on the cycle in the gym is wrong because no one can run on cycle.,positive
he is running on the cycle in the gym is wrong because cycle has two wheels while he has two legs.,negative
he threw the sun is wrong because the sun is red.,negative
he threw the sun is wrong because the sun cannot throw a person.,negative
he threw the sun is wrong because the sun is too big to be thrown.,positive
cans can contain leopards inside of them is wrong because a leopard has spots and therefore cannot be put in a can.,negative
cans can contain leopards inside of them is wrong because a leopard is too large to be contained inside of a can.,positive
cans can contain leopards inside of them is wrong because leopards are an african animal and so they cannot live in a can.,negative
"mike put bricks on the table, also is wrong because bricks don't go on the table and they don't taste good.",negative
"mike put bricks on the table, also is wrong because bricks are to heavy for a plate.",positive
"mike put bricks on the table, also is wrong because bricks do not go on the table.",negative
she met her tiger at a fancy restaurant is wrong because tigers have sharp claws but the restaurant serves steak.,negative
she met her tiger at a fancy restaurant is wrong because the tiger wasn't able to get a reservation at the fancy restaurant.,negative
she met her tiger at a fancy restaurant is wrong because tigers are not allowed in fancy restaurants.,positive
he was sent to a restaurant for his in disciplinary actions is wrong because a restaurant does not have teachers to teach discipline.,positive
he was sent to a restaurant for his in disciplinary actions is wrong because there are so many restaurants and many in disciplined people in the state.,negative
he was sent to a restaurant for his in disciplinary actions is wrong because a restaurant is usually too noisy to  maintain discipline.,negative
pots grow in a garden is wrong because pots are metal and gardens are dirt.,negative
pots grow in a garden is wrong because pots are man-made.,positive
pots grow in a garden is wrong because pots make food and gardens make plants.,negative
you can bake with a telescope is wrong because a has a lens while an oven has a window.,negative
you can bake with a telescope is wrong because a telescope does not fit into an oven.,negative
you can bake with a telescope is wrong because a telescope is a scientific instrument and not a baking tool.,positive
horses are good for milking is wrong because horses like to drink water not milk.,negative
horses are good for milking is wrong because horses cannot be milked.,positive
horses are good for milking is wrong because horses can run faster than a cow.,negative
sara put a bird in the refrigerator is wrong because birds eat bread crumbs and sara eats bread with herchicken.,negative
sara put a bird in the refrigerator is wrong because a bird can't breath in a refrigerator.,positive
sara put a bird in the refrigerator is wrong because are bird can't live in a refrigerator.,negative
"a mouse has a computer is wrong because a mouse cannot own things, and mouse in a context with computers is a different thing.",positive
a mouse has a computer is wrong because the computer has a screen while the mouse does not have one.,negative
a mouse has a computer is wrong because the mouse is grey.,negative
he put milk in the freezer is wrong because milk will get hard.,negative
he put milk in the freezer is wrong because milk doesn't go in the freezer.,positive
he put milk in the freezer is wrong because milk isn't suppose to freeze.,negative
the national newspaper had a story about the local fair is wrong because people who don't live near the fair don't care.,negative
the national newspaper had a story about the local fair is wrong because fairs should not be in national newspapers.,negative
the national newspaper had a story about the local fair is wrong because the local fair is a small story and only important to people who live nearby.,positive
he carried his car when he crossed the street is wrong because dogs have legs while cars have wheels.,negative
he carried his car when he crossed the street is wrong because a car is too heavy for a man to carry for any distance and to move the car normally one would just drive it to the desired location.,positive
he carried his car when he crossed the street is wrong because dogs can't drive cars.,negative
the bike rode him to work is wrong because people do not have wheels.,negative
the bike rode him to work is wrong because bikes are not people.,negative
the bike rode him to work is wrong because bikes do not ride people.,positive
he went to vegetable market to buy shoes is wrong because vegetables are usually fresh shoes are stinky.,negative
he went to vegetable market to buy shoes is wrong because vegetable markets are for vegetables not for shoes.,positive
he went to vegetable market to buy shoes is wrong because vegetables are eatable shoes are not.,negative
"he put a giraffe in his backpack is wrong because giraffes have spots, and backpacks can come in many patterns.",negative
"he put a giraffe in his backpack is wrong because a giraffe eats leaves, but a backpack does not grow leaves.",negative
he put a giraffe in his backpack is wrong because a giraffe would not fit in a backpack.,positive
someone ate my rocks is wrong because jellybeans are brightly colored and rocks are grey and dirty.,negative
someone ate my rocks is wrong because rocks are impossible to chew.,negative
someone ate my rocks is wrong because people cannot eat rocks like they can eat jellybeans.,positive
cleaning your monitor can cause your fingers to bleed is wrong because cleaning your monitor doesn't involve your hands.,negative
"cleaning your monitor can cause your fingers to bleed is wrong because you clean your monitor with a lampshade, which can't cut you at all.",negative
cleaning your monitor can cause your fingers to bleed is wrong because there is no reason cleaning your monitor would cut your fingers in any way.,positive
boys wear a bra to provide support for their breasts is wrong because both boys and girls are human.,negative
boys wear a bra to provide support for their breasts is wrong because both boys and girls wear undergarments.,negative
boys wear a bra to provide support for their breasts is wrong because boys do not have breasts like girls.,positive
bicycles can drive faster than cars is wrong because cars are usually black and bicycles are rarely black.,negative
bicycles can drive faster than cars is wrong because my friend rides a bike to work everyday.,negative
bicycles can drive faster than cars is wrong because cars have motors and bicycles do not.,positive
the tortoise hops along the road is wrong because the tortoise beat the hare in a race once.,negative
"the tortoise hops along the road is wrong because tortoises do not hop to get around, the walk.",positive
the tortoise hops along the road is wrong because the tortoise and the hare both eat plants.,negative
if water gets cold we will make cold noodles is wrong because noodles in the freezer turns to frozen noodles.,negative
if water gets cold we will make cold noodles is wrong because there is no way to make noodles with cold water.,positive
if water gets cold we will make cold noodles is wrong because leave the noodles in running water to prepare it.,negative
the quarterback tossed the lion at the beginning of the play is wrong because the lion likes to do a lot of tricks.,negative
the quarterback tossed the lion at the beginning of the play is wrong because a person cannot throw a lion and animals are not used in football.,positive
the quarterback tossed the lion at the beginning of the play is wrong because lion's fur is very soft and easy to manage.,negative
his new shoes are made of peanut butter is wrong because it is important to wear shoes while eating peanut butter.,negative
his new shoes are made of peanut butter is wrong because shoes cannot be made out of peanut butter.,positive
his new shoes are made of peanut butter is wrong because putting peanut butter in your shoes makes them taste good.,negative
he drives a horse is wrong because cars are usually bigger than horses.,negative
he drives a horse is wrong because horses can not be driven.,positive
he drives a horse is wrong because horses can not drive cars.,negative
he rode bike on the sky is wrong because bike cannot fly and it is a road transport vehicle.,positive
he rode bike on the sky is wrong because sky is blue whereas bike is mostly black.,negative
he rode bike on the sky is wrong because sky is too high and he is afraid of height.,negative
he threw his house into the trash bin is wrong because a house has windows while trash bins do not.,negative
he threw his house into the trash bin is wrong because a trash bin stinks while houses do not.,negative
he threw his house into the trash bin is wrong because a house is too big to fit into the trash bin.,positive
the donut ran into the wall is wrong because donuts cannot run.,positive
the donut ran into the wall is wrong because donuts are more tasty than cats.,negative
the donut ran into the wall is wrong because walls are more solid than donuts.,negative
he cut the grass with a hammer is wrong because hammers are not the same color as grass.,negative
he cut the grass with a hammer is wrong because grass cannot cut a hammer.,negative
he cut the grass with a hammer is wrong because hammers cannot cut grass.,positive
she baked a shoe for dinner is wrong because a shoe is not edible.,positive
she baked a shoe for dinner is wrong because a shoe is part of a pair.,negative
she baked a shoe for dinner is wrong because her shoe lace is pink.,negative
people go to the bathroom to earn money is wrong because bathrooms don't pay anything.,positive
people go to the bathroom to earn money is wrong because bathrooms are too smelly to work in.,negative
people go to the bathroom to earn money is wrong because bathroom supplies can't be used as currency.,negative
he put a tiger into the toaster is wrong because tigers are black and orange colored animals.,negative
he put a tiger into the toaster is wrong because a tiger cannot fit into the toaster.,positive
he put a tiger into the toaster is wrong because a toaster cannot cook a tiger.,negative
